"Moss, Thaddeus",TE,2020,6,"$2,500.00",-,-,999
"Tomlinson, Eric",TE,2020,6,"$2,500.00",-,-,999
"Conklin, Tyler",TE,2020,6,"$2,500.00",-,-,999
"Oliver, Josh",TE,2020,6,"$2,700.00",-,-,999
"Davis, Tyler",TE,2020,6,"$2,500.00",-,-,999
"Bryant, Hunter",TE,2020,6,"$2,500.00",-,-,999
"Penny, Elijhaa",RB,2020,6,"$4,000.00",-,-,999
"Ozigbo, Devine",RB,2020,6,"$4,000.00",-,-,999
"Scarbrough, Bo",RB,2020,6,"$4,000.00",-,-,999
"Perry, Senorise",RB,2020,6,"$4,000.00",-,-,999
"Cabinda, Jason",RB,2020,6,"$4,000.00",-,-,999
"Janovich, Andy",RB,2020,6,"$4,000.00",-,-,999
"Barkley, Saquon",RB,2020,6,"$4,000.00",-,-,999
"Cohen, Tarik",RB,2020,6,"$4,000.00",-,-,999
"Coleman, Tevin",RB,2020,6,"$4,000.00",-,-,999
"Michel, Sony",RB,2020,6,"$4,000.00",-,-,999
"Mack, Marlon",RB,2020,6,"$4,000.00",-,-,999
"Logan, T.J.",RB,2020,6,"$4,000.00",-,-,999
"McCaffrey, Christian",RB,2020,6,"$8,500.00",-,-,999
"Love, Bryce",RB,2020,6,"$4,000.00",-,-,999
"Watt, Derek",RB,2020,6,"$4,000.00",-,-,999
"Jones, Xavier",RB,2020,6,"$4,000.00",-,-,999
"Calais, Raymond",RB,2020,6,"$4,000.00",-,-,999
"Chubb, Nick",RB,2020,6,"$6,100.00",-,-,999
"Gillaspia, Cullen",RB,2020,6,"$4,000.00",-,-,999
"Cox, Chandler",RB,2020,6,"$4,000.00",-,-,999
"Bellamy, LeVante",RB,2020,6,"$4,000.00",-,-,999
"Phillips, Scottie",RB,2020,6,"$4,000.00",-,-,999
"Tagovailoa, Tua",QB,2020,6,"$5,400.00",-,-,999
"Morgan, James",QB,2020,6,"$4,000.00",-,-,999
"McCarron, AJ",QB,2020,6,"$4,800.00",-,-,999
"Bortles, Blake",QB,2020,6,"$5,000.00",-,-,999
"Haskins Jr., Dwayne",QB,2020,6,"$5,000.00",-,-,999
"Trubisky, Mitchell",QB,2020,6,"$5,200.00",-,-,999
"Rudolph, Mason",QB,2020,6,"$4,800.00",-,-,999
"Keenum, Case",QB,2020,6,"$4,700.00",-,-,999
"Dobbs, Josh",QB,2020,6,"$4,000.00",-,-,999
"Gabbert, Blaine",QB,2020,6,"$4,400.00",-,-,999
"Griffin, Ryan",QB,2020,6,"$4,000.00",-,-,999
"Love, Jordan",QB,2020,6,"$4,000.00",-,-,999
"Wolford, John",QB,2020,6,"$4,300.00",-,-,999
"Driskel, Jeff",QB,2020,6,"$4,900.00",-,-,999
"Barkley, Matt",QB,2020,6,"$6,000.00",-,-,999
"Woodside, Logan",QB,2020,6,"$4,100.00",-,-,999
"Fromm, Jake",QB,2020,6,"$6,000.00",-,-,999
"Boyle, Tim",QB,2020,6,"$4,100.00",-,-,999
"Griffin III, Robert",QB,2020,6,"$4,100.00",-,-,999
"Smith, Alex",QB,2020,6,"$5,000.00",-,-,999
"Brissett, Jacoby",QB,2020,6,"$4,500.00",-,-,999
"Finley, Ryan",QB,2020,6,"$4,100.00",-,-,999
"Eason, Jacob",QB,2020,6,"$4,000.00",-,-,999
"McSorley, Trace",QB,2020,6,"$4,000.00",-,-,999
"Sudfeld, Nate",QB,2020,6,"$4,000.00",-,-,999
"Glennon, Mike",QB,2020,6,"$4,500.00",-,-,999
"Daniel, Chase",QB,2020,6,"$4,100.00",-,-,999
"Luton, Jake",QB,2020,6,"$4,000.00",-,-,999
"Schaub, Matt",QB,2020,6,"$4,800.00",-,-,999
"Mannion, Sean",QB,2020,6,"$4,600.00",-,-,999
"McCoy, Colt",QB,2020,6,"$4,100.00",-,-,999
"Grier, Will",QB,2020,6,"$4,500.00",-,-,999
"Walker, P.J.",QB,2020,6,"$4,300.00",-,-,999
"Gostkowski, Stephen",K,2020,6,"$3,800.00",-,-,999
"Bass, Tyler",K,2020,6,"$4,200.00",-,-,999
